2023-12-16T09:33:00Z,35278.7656
2023-12-16T09:33:00Z,41128.5273
2023-12-16T09:33:00Z,42220.0854
2023-12-16T09:48:00Z,35242.5534
2023-12-16T09:48:00Z,41086.3106
2023-12-16T09:48:00Z,42176.7482
2023-12-16T10:04:00Z,35248.3274
2023-12-16T10:04:00Z,41093.042
2023-12-16T10:04:00Z,42183.6583
2023-12-16T10:21:00Z,35234.3498
2023-12-16T10:21:00Z,41076.7467
2023-12-16T10:21:00Z,42166.9305
2023-12-16T10:33:00Z,35250.7486
2023-12-16T10:33:00Z,41095.8647
2023-12-16T10:33:00Z,42186.5559
2023-12-16T10:48:00Z,35264.3482
2023-12-16T10:48:00Z,41111.7192
2023-12-16T10:48:00Z,42202.8312
2023-12-16T11:04:00Z,35304.6571
2023-12-16T11:04:00Z,41158.7121
2023-12-16T11:04:00Z,42251.0713
2023-12-16T11:18:00Z,35273.2126
2023-12-16T11:18:00Z,41122.0535
2023-12-16T11:18:00Z,42213.4398
2023-12-16T11:33:00Z,35297.2594
2023-12-16T11:33:00Z,41150.0877
2023-12-16T11:33:00Z,42242.218
2023-12-16T11:48:00Z,35317.4005
2023-12-16T11:48:00Z,41173.5684
2023-12-16T11:48:00Z,42266.3219
2023-12-16T12:06:00Z,35331.8983
2023-12-16T12:06:00Z,41190.4702
2023-12-16T12:06:00Z,42283.6723
2023-12-16T12:24:00Z,35343.8125
2023-12-16T12:24:00Z,41204.36
2023-12-16T12:24:00Z,42297.9307
2023-12-16T12:39:00Z,35396.2178
2023-12-16T12:39:00Z,41265.4549
2023-12-16T12:39:00Z,42360.647
2023-12-16T12:51:00Z,35432.3759
2023-12-16T12:51:00Z,41307.6085
2023-12-16T12:51:00Z,42403.9195
2023-12-16T13:04:00Z,35437.6159
2023-12-16T13:04:00Z,41313.7175
2023-12-16T13:04:00Z,42410.1906
2023-12-16T13:21:00Z,35428.2893
2023-12-16T13:21:00Z,41302.8444
2023-12-16T13:21:00Z,42399.0289
2023-12-16T13:33:00Z,35375.344
2023-12-16T13:33:00Z,41241.1199
2023-12-16T13:33:00Z,42335.6662
